,ru,fr,en,vote
30728,перенос,renvoi,deferment,1
30729,перенос,rejet,no_equality,1
30730,перенос,rapport,no_equality,1
30731,перенос,séparation,no_equality,1
30732,перенос,répercussion,shifting,1
30733,доставка,transport,transport,1
30734,доставка,livraison,delivery,1
30735,доставка,livraison,delivering,1
30736,доставка,livraison,shipping,1
30737,доставка,livraison,delivered,1
30738,доставка,livraison,shipment,1
30739,доставка,acheminement,delivery,1
30740,доставка,acheminement,delivering,1
30741,доставка,acheminement,transport,1
30742,доставка,acheminement,transportation,1
30743,доставка,envoi,delivery,1
30744,доставка,envoi,shipping,1
30745,доставка,envoi,shipment,1
30746,доставка,distribution,delivery,1
30747,доставка,distribution,delivering,1
30748,доставка,transmission,delivery,1
30749,доставка,mise à disposition,delivery,1
30750,груз,transport,transport,1
30751,груз,cargaison,cargo,1
30752,груз,cargaison,goods,1
30753,груз,cargaison,load,1
30754,груз,cargaison,shipment,1
30755,груз,cargaison,consignment,1
30756,груз,cargaison,payload,1
30757,груз,cargaison,freight,1
30758,груз,fret,cargo,1
30759,груз,fret,goods,1
30760,груз,fret,load,1
30761,груз,fret,payload,1
30762,груз,fret,freight,1
30763,груз,marchandises,cargo,1
30764,груз,marchandises,goods,1
30765,груз,marchandises,shipment,1
30766,груз,marchandises,freight,1
30767,груз,colis,shipment,1
30768,груз,colis,consignment,1
30769,груз,colis,package,1
30770,груз,colis,delivery,1
30771,груз,charge,cargo,1
30772,груз,charge,load,1
30773,груз,charge,burden,1
30774,груз,chargement,cargo,1
30775,груз,chargement,load,1
30776,груз,chargement,shipment,1
30777,груз,chargement,consignment,1
30778,груз,chargement,payload,1
30779,груз,chargement,loaded,1
30780,груз,port,no_equality,1
30781,груз,matériel,no_equality,1
30782,груз,matériels,goods,1
30783,груз,faculté,no_equality,1
30784,груз,pesant,no_equality,1
30785,груз,portée,no_equality,1
30786,груз,boulet,burden,1
30787,транспортные средства,transport,transportation,1
30788,транспортные средства,transport,no_equality,1
30789,транспортные средства,véhicule,vehicle,1
30790,транспортные средства,moyens de transport,means of transport,1
30791,транспортные средства,moyens de transport,vehicles,1
30792,транспортные средства,moyens de transport,means of transportation,1
30793,транспортные средства,moyens de transport,transportations,1
30794,транспортные средства,matériel de transport,means of transport,1
30795,транспортные средства,matériel roulant,vehicles,1
30796,переноска,transport,no_equality,2
30797,транспортный самолет,transport,no_equality,2
30798,транспортный самолет,avion de transport,transport aircraft,1
30799,транспортный самолет,avion de transport,transport plane,1
30800,транспортный самолет,avion-cargo,transport aircraft,1
30801,транспортный самолет,avion-cargo,cargo plane,1
30802,провоз,transport,transportation,2
30803,провоз,voiture,no_equality,1
30804,транспортное судно,transport,no_equality,2
30805,транспортное судно,roulier,no_equality,1
30806,холодильный транспорт,transport,transport,2
30807,холодильный транспорт,transport,transportation,2
30808,холодильный транспорт,transport,traffic,2
30809,холодильный транспорт,transport frigorifique,no_equality,1
30810,холодильный транспорт,transport réfrigéré,no_equality,1
30811,возка,transport,no_equality,2
30812,перевоз,transport,transporting,2
30813,перевоз,passage,no_equality,1
30814,подвоз,transport,no_equality,2
30815,подвоз,arrivage,no_equality,1
30816,путешествовать,voyager,journey,3
30817,путешествовать,voyager,travel,3
30818,путешествовать,voyager,travelled,1
30819,путешествовать,voyager,trip,2
30820,путешествовать,être en voyage,no_equality,1
30821,путешествовать,faire un voyage,travel,1
30822,путешествовать,faire un voyage,journey,1
30823,путешествовать,aller et venir,no_equality,1
30824,путешествовать,se balader,no_equality,1
30825,ехать,voyager,travel,2
30826,ехать,voyager,go,1
30827,ехать,voyager,ride,1
30828,ехать,voyager,trip,1
30829,ехать,voyager,move,1
30830,ехать,voyager,take,1
30831,ехать,aller,go,1
30832,ехать,aller,ride,1
30833,ехать,aller,leave,1
30834,ехать,aller,move,1
30835,ехать,aller,take,1
30836,ехать,aller,way,1
30837,ехать,conduire,ride,1
30838,ехать,conduire,drive,1
30839,ехать,conduire,take,1
30840,ехать,filer,go,1
30841,ехать,se rendre,go,1
30842,ехать,se rendre,head,1
30843,ехать,rentrer,no_equality,1
30844,ехать,partir,go,1
30845,ехать,partir,leave,1
30846,ехать,partir,move,1
30847,ехать,emprunter,travel,1
30848,ехать,emprunter,take,1
30849,ехать,parcourir,go,1
30850,ехать,parcourir,ride,1
30851,ехать,parcourir,travel,1
30852,ехать,être en route,no_equality,1
30853,перемещаться,voyager,travel,2
30854,перемещаться,voyager,move,1
30855,перемещаться,se déplacer,move,1
30856,перемещаться,se déplacer,travel,1
30857,перемещаться,se déplacer,be moved,1
30858,перемещаться,se déplacer,move about,1
30859,перемещаться,se déplacer,shift,1
30860,перемещаться,se décaler,move,1
30861,перемещаться,se décaler,shift,1
30862,перемещаться,valser,no_equality,1
30863,перемещаться,être +,no_equality,1
30864,перемещаться,rayonner,no_equality,1
30865,поехать,voyager,travel,1
30866,поехать,aller à,take,1
30867,поехать,se rendre à,no_equality,1
30868,поехать,partir pour,no_equality,1
30869,поехать,monter,ride,1
30870,поехать,quitter,leave,1
30871,перемещать,voyager,move,2
30872,перемещать,déplacer,move,1
30873,перемещать,déplacer,displace,1
30874,перемещать,déplacer,relocate,1
30875,перемещать,déplacer,shift,1
30876,перемещать,délocaliser,move,1
30877,перемещать,délocaliser,relocate,1
30878,перемещать,déménager,move,1
30879,перемещать,déménager,relocate,1
30880,перемещать,changer,transfer,1
30881,перемещать,changer,shift,1
30882,перемещать,muter,move,1
30883,перемещать,muter,transfer,1
30884,перемещать,muter,relocate,1
30885,перемещать,permuter,no_equality,1
30886,перемещать,réadresser,no_equality,1
30887,странствовать,voyager,no_equality,2
30888,странствовать,courir le monde,no_equality,1
30889,странствовать,errer,wander,1
30890,странствовать,errer,roam,1
30891,странствовать,errer,rove,1
30892,передвигаться,voyager,travel,1
30893,передвигаться,voyager,move,1
30894,передвигаться,se déplacer,move,1
30895,передвигаться,se déplacer,travel,1
30896,передвигаться,se déplacer,get around,1
30897,передвигаться,circuler,move,1
30898,передвигаться,circuler,travel,1
30899,передвигаться,circuler,movement,1
30900,передвигаться,aller,move,1
30901,объездить,voyager,no_equality,2
30902,объездить,parcourir,no_equality,1
30903,проделать,voyager,go,2
30904,проделать,réaliser,make,1
30905,проделать,suivre,go,1
30906,проделать,pratiquer,no_equality,1
30907,в точность,exactement,exactly,2
30908,абсолютно,exactement,exactly,3
30909,абсолютно,absolument,absolutely,1
30910,абсолютно,absolument,completely,1
30911,абсолютно,absolument,totally,1
30912,абсолютно,absolument,entirely,1
30913,абсолютно,absolument,quite,1
30914,абсолютно,absolument,utterly,1
30915,абсолютно,absolument,absolute,1
30916,абсолютно,extrêmement,no_equality,1
30917,абсолютно,intégralement,completely,1
30918,абсолютно,intégralement,totally,1
30919,абсолютно,intégralement,entirely,1
30920,абсолютно,intégralement,fully,1
30921,абсолютно,intégralement,whole,1
30922,абсолютно,intégralement,wholly,1
30923,абсолютно,à fond,completely,1
30924,абсолютно,à fond,totally,1
30925,абсолютно,à fond,fully,1
30926,точить,exactement,exactly,1
30927,точить,aiguiser,sharpen,1
30928,точить,aiguiser,whet,1
30929,точить,grincer,no_equality,1
30930,точить,ronger,no_equality,1
30931,точить,piquer,no_equality,1
30932,точить,repasser,no_equality,1
30933,в точности,exactement,exactly,3
30934,в точности,exactement,precisely,2
30935,в точности,exactement,accurately,2
30936,в точности,exactement,exact,2
30937,в точности,au juste,exactly,1
30938,в точности,au juste,precisely,1
30939,точь,exactement,exactly,1
30940,вернее,exactement,no_equality,2
30941,вернее,plutôt,actually,1
30942,аккуратно,exactement,accurately,2
