,en,ru,fr,votes
10282,climate,условия,contexte,1
10283,climate,атмосфера,atmosphère,1
10284,plainly,попросту,simplement,1
10285,testing,тест,test,1
10286,quiz,тест,test,1
10287,examen,тест,test,1
10288,examen,экзамен,examen,1
10289,examen,обследование,examen,1
10290,tested,тест,test,1
10291,collision,столкновение,collision,1
10292,collision,коллизия,collision,1
10293,crash,столкновение,collision,1
10294,crash,падение,chute,1
10295,impact,столкновение,collision,1
10296,accident,столкновение,collision,1
10297,accident,совпадение,coïncidence,1
10298,accident,случайность,hasard,1
10299,accident,случай,hasard,1
10300,clash,столкновение,collision,1
10301,colliding,столкновение,collision,1
10302,clashing,столкновение,collision,1
10303,running into,столкновение,collision,1
10304,recession,кризис,crise,1
10305,recession,состояние кризиса,crise,1
10306,meltdown,кризис,crise,1
10307,turmoil,кризис,crise,1
10308,turmoil,состояние кризиса,crise,1
10309,crunch,кризис,crise,1
10310,seizure,приступ,crise,1
10311,seizure,приступ судорог,crise,1
10312,episode,приступ,crise,1
10313,episode,приступ судорог,crise,1
10314,crise,состояние кризиса,crise,1
10315,disclosure,информация,information,1
10316,informed,информация,information,1
10317,reporting,сообщение,information,1
10318,reporting,сообщение,annonce,2
10319,resignation,уход,départ,1
10320,outset,начало,départ,1
10321,outset,начало,commencement,1
10322,outset,начало,début,1
10323,item,вопрос,question,1
10324,item,вопрос,point,1
10325,item,элемент,élément,1
10326,discussion,вопрос,question,1
10327,discussion,рассмотрение,examen,1
10328,university,университет,fac,1
10329,university,университет,université,1
10330,uni,университет,fac,1
10331,varsity,университет,fac,1
10332,varsity,университет,université,1
10333,campus,университет,fac,1
10334,excuse,извинение,excuse,1
10335,excuse,оправдание,excuse,1
10336,excuse,извинять,excuser,1
10337,excuse,простить,excuser,1
10338,excuse,оправдывать,excuser,1
10339,apology,извинение,excuse,1
10340,apology,оправдание,excuse,1
10341,apology,извиняться,s'excuser,1
10342,apology,просить прощения,demander pardon,1
10343,apology,принести извинения,excuser,1
10344,apology,простить,excuser,1
10345,apology,служить извинением,excuser,1
10346,apologize,извинение,excuse,1
10347,apologize,извиняться,s'excuser,1
10348,apologize,просить прощения,demander pardon,1
10349,apologize,просить извинения,demander pardon,1
10350,apologizing,извинение,excuse,1
10351,removal,снятие,retrait,1
10352,removal,изъятие,retrait,1
10353,removal,вывод,retrait,1
10354,removal,отмена,retrait,1
10355,removing,снятие,retrait,1
10356,removing,изъятие,retrait,1
10357,removing,отмена,retrait,1
10358,withdrawing,снятие,retrait,1
10359,withdrawing,вывод,retrait,1
10360,withdrawing,отзыв,retrait,1
10361,revocation,отмена,retrait,1
10362,revocation,отзыв,retrait,1
10363,rollback,отмена,retrait,1
10364,retreat,отступление,retrait,1
10365,retirement,отступление,retrait,1
10366,recall,отзыв,retrait,1
10367,indentation,углубление,retrait,1
10368,spike,пик,pointe,1
10369,spike,шип,pointe,1
10370,spike,шпиль,pointe,1
10371,peak,пик,pointe,1
10372,peak,вершина,sommet,1
10373,peak,максимум,sommet,1
10374,top,верхушка,pointe,1
10375,top,вершина,sommet,1
10376,top,лучший,meilleur,1
10377,plenty of,многие,beaucoup,1
10378,plenty of,много,beaucoup,1
10379,great deal,многое,beaucoup,1
10380,great deal,много,beaucoup,1
10381,a lot,гораздо,beaucoup,1
10382,vastly,гораздо,beaucoup,1
10383,vastly,значительно,beaucoup,1
10384,considerable,много,beaucoup,1
10385,considerable,значительно,beaucoup,1
10386,a whole lot,много,beaucoup,1
10387,a lot of,много,beaucoup,1
10388,significant,значительно,beaucoup,1
10389,tour,путешествие,périple,1
10390,tour,поездка,voyage,1
10391,voyage,путешествие,périple,1
10392,voyage,кругосветное плавание,périple,1
10393,voyage,плавание,voyage,1
10394,completeness,полнота,intégralité,1
10395,comprehensiveness,полнота,intégralité,1
10396,totality,совокупность,intégralité,1
10397,fellow,член,membre,1
10398,penis,член,membre,1
10399,limb,конечность,membre,1
10400,part,элемент,membre,1
10401,part,элемент,élément,1
10402,part,регион,région,1
10403,dad,отец,père,1
10404,daddy,отец,père,1
10405,papa,отец,père,1
10406,pa,отец,père,1
10407,priest,отец,père,1
10408,fr,отец,père,1
10409,santa,дед,père,1
10410,distinctive,особый,singulier,1
10411,unusual,необычный,singulier,1
10412,unusual,необычное,extraordinaire,1
10413,strange,необычный,singulier,1
10414,odd,необычный,singulier,1
10415,matrix,таблица,tableau,1
10416,matrix,таблица,table,1
10417,spreadsheet,таблица,tableau,1
10418,blackboard,доска,tableau,1
10419,blackboard,классная доска,tableau,1
10420,whiteboard,доска,tableau,1
10421,tableau,картина,tableau,1
10422,overview,картина,tableau,1
10423,scene,картина,tableau,1
10424,gunfire,стрельба,tir,1
10425,gunfire,обстрел,tir,1
10426,gunfire,огонь,tir,1
10427,gun,выстрел,tir,1
10428,gunshot,выстрел,tir,1
10429,hit,выстрел,tir,1
10430,hit,ударять,heurter,1
10431,hit,задеть,heurter,1
10432,hit,попасть,heurter,1
10433,shot at,выстрел,tir,1
10434,tir,МДП,TIR,1
10435,brunch,завтрак,déjeuner,1
10436,haver breakfast,завтракать,déjeuner,1
10437,scarcely,вряд ли,guère,1
10438,barely,вряд ли,guère,1
10439,barely,редко,guère,1
10440,barely,практически,quasiment,1
10441,barely,практически,pratiquement,1
10442,barely,едва,quasiment,1
10443,not much,мало,guère,1
10444,not much,немного,peu,1
10445,less,мало,guère,1
10446,few,мало,guère,1
10447,few,редко,guère,1
10448,few,количество,nombre,1
10449,rarely,редко,guère,1
10450,lira,лира,lire,1
10451,tsetse,муха,mouche,1
10452,readily,легко,facilement,1
10453,readily,легко,aisément,1
10454,readily,беспрепятственно,aisément,1
10455,readily,охотно,aisément,1
10456,easier,легко,facilement,1
10457,easier,легко,aisément,1
10458,conveniently,легко,facilement,1
10459,conveniently,легко,aisément,1
10460,conveniently,удобно,aisément,1
10461,effortlessly,легко,facilement,1
10462,effortlessly,легко,aisément,1
10463,requirement,потребность,besoin,1
10464,requirement,потребности,besoin,1
10465,requirement,требование,impératif,1
10466,requirement,безусловное требование,impératif,1
10467,requirement,необходимость,nécessaire,1
10468,urge,потребность,besoin,1
10469,urge,позыв,besoin,1
10470,urge,побуждать,engager,1
10471,needed,потребность,besoin,1
10472,needed,необходимый,nécessaire,1
10473,needed,необходимое,nécessaire,1
10474,needed,необходимое,indispensable,1
10475,needed,требуемый,nécessaire,1
10476,proclamation,объявление,annonce,2
10477,declaration,объявление,annonce,2
10478,announced,объявление,annonce,2
10479,announcing,объявление,annonce,2
10480,plaque,бляшка,plaque,1
10481,plaque,доска,plaque,1
10482,sheet,лист,plaque,1
10483,sheet,металлический лист,plaque,1
10484,pad,накладка,plaque,1
10485,pad,прокладка,plaque,1
10486,breakage,обрыв,rupture,1
10487,breakage,перелом,rupture,1
10488,breakage,перелом,fracture,1
10489,breakup,разрыв,rupture,1
10490,breakup,распад,rupture,1
10491,break-up,разрыв,rupture,1
10492,break-up,распад,rupture,1
10493,rift,разрыв,rupture,1
10494,rift,разлом,rupture,1
10495,rift,разлом,fracture,1
10496,abruption,разрыв,rupture,1
10497,breaking with,разрыв,rupture,1
10498,break with,перерыв,rupture,1
10499,broken,перелом,rupture,1
10500,broken,перелом,fracture,1
10501,termination,расторжение,rupture,1
10502,termination,прекращение,fin,1
10503,shatter,сломать,briser,1
10504,shatter,сломать,casser,1
10505,smash,сломать,briser,1
10506,smash,сломать,casser,1
10507,crush,сломать,briser,1
10508,crush,сокрушить,briser,1
10509,snap,сломать,briser,1
10510,snap,сломать,casser,1
10511,snap,ломаться,casser,1
10512,destroy,сломать,briser,1
10513,destroy,сломать,casser,1
10514,destroy,сокрушить,briser,1
10515,ruin,сломать,briser,1
10516,ruin,испортить,rater,1
10517,get started,начинать,débuter,1
10518,get started,начать,commencer,1
10519,start out,начинать,débuter,1
10520,start off,начинать,débuter,1
10521,debut,дебютировать,débuter,1
10522,debut,начало,début,1
10523,debut,дебют,début,1
10524,be initiated,инициировать,débuter,1
10525,sooner,раньше,plus tôt,1
10526,sooner,раньше,plutôt,1
10527,sooner,скорее,plus tôt,1
10528,sooner,скорее,plutôt,1
10529,disc,диск,disque,1
10530,disc,пильный диск,disque,1
10531,discus,диск,disque,1
10532,cd,диск,disque,1
10533,cd,пильный диск,disque,1
10534,cd,альбом,album,1
10535,washer,шайба,disque,1
10536,puck,шайба,disque,1
10537,platter,тарелка,disque,1
10538,platter,тарелка,assiette,1
10539,platter,блюдо,assiette,1
10540,primarily,преимущественно,principalement,1
10541,primarily,преимущественно,essentiellement,1
