,English text,train_type,en_fr_translate,fr_en_translate,correct
158,They're on the shelf.,Артикль the,Ils sont sur le plateau.,They're on the set.,False
163,They play in the park.,Артикль the,Ils jouent dans le parc.,They're playing in the park.,False
164,I'm in the room.,Артикль the,Je suis dans la chambre.,I'm in the bedroom.,False
166,I work in the theatre.,Артикль the,Je travaille dans le théâtre.,I work in the theater.,False
167,We swim in the river.,Артикль the,Nous nous baigner dans la rivière.,We bathe in the river.,False
168,We return in the morning.,Артикль the,Nous reviendrons dans la matinée.,We'll be back in the morning.,False
171,They are in the house.,Артикль the,Ils sont dans la maison.,They're in the House.,False
172,We're from the police.,Артикль the,Nous sommes de la police.,We're the police.,False
173,I sit on the chair.,Артикль the,Je suis assis sur la chaise.,I'm sitting on the chair.,False
175,We are in the park.,Артикль the,Nous sommes dans le parc.,We're in the park.,False
176,I am under the tree.,Артикль the,Je suis sous l'arbre.,I'm under the tree.,False
0,Santa Claus is real.,zero_article,Le père Noël est réel.,Santa's real.,False
6,Luck is useful.,zero_article,La chance est utile.,Luck is good.,False
8,Earth is beautiful.,zero_article,La terre est belle.,The Earth is beautiful.,False
10,How's Mum?,zero_article,Comment va la Maman?,How's mom?,False
17,She is at home.,zero_article,Elle est à la maison.,She's home.,False
19,He dreams about money.,zero_article,Il rêve de l'argent.,He dreams of money.,False
20,He's on television.,zero_article,Il est à la télévision.,He's on TV.,False
21,She studies at university.,zero_article,Elle fait ses études à l'université.,She was educated at the University.,False
26,It is about business.,zero_article,Il s'agit d'affaires.,This is business.,False
28,It's for summer.,zero_article,C'est pour l'été.,It's for the summer.,False
31,It's about truth.,zero_article,C'est à propos de la vérité.,It's about the truth.,False
32,He is on board!,zero_article,Il est à bord!,He's on board!,False
33,She's in hospital.,zero_article,Elle est à l'hôpital.,She's in the hospital.,False
35,She sings of home.,zero_article,Elle chante de la maison.,She sings from home.,False
37,He's in prison.,zero_article,Il est en prison.,He's in jail.,False
40,He's on holiday.,zero_article,Il est en vacances.,He's on vacation.,False
43,Go to Granny.,zero_article,Aller à la grand-mère.,Go to Grandma.,False
45,Go to Pennsylvania.,zero_article,Aller à la Pennsylvanie.,Going to Pennsylvania.,False
53,Monday is free.,zero_article,"Lundi, c'est gratuit.",Monday's free.,False
54,Air is hot.,zero_article,L'Air est chaud.,The Air is warm.,False
55,America is big.,zero_article,L'amérique est grande.,America is great.,False
57,He is in bed.,zero_article,Il est dans son lit.,He's in his bed.,False
58,He asks for money.,zero_article,Il demande de l'argent.,He's asking for money.,False
59,He asks for help.,zero_article,Il demande de l'aide.,He's asking for help.,False
64,Alicia is Spanish.,zero_article,Alicia est espagnole.,Alicia's Spanish.,False
65,Dad is angry.,zero_article,Papa est en colère.,Dad's angry.,False
66,We got there by train.,zero_article,Nous sommes arrivés par le train.,We arrived by train.,False
67,We got there by bus.,zero_article,On est arrivés en bus.,We arrived by bus.,False
68,I was not at home.,zero_article,Je n'étais pas à la maison.,I wasn't home.,False
69,You weren't at dinner.,zero_article,Vous n'étiez pas au dîner.,You weren't at the dinner.,False
71,I was not in love.,zero_article,Je n'étais pas dans l'amour.,I wasn't in love.,False
72,He went there by bus.,zero_article,Il y est allé en bus.,He went by bus.,False
73,They weren't at home.,zero_article,Ils n'étaient pas à la maison.,They weren't home.,False
75,He was far from home.,zero_article,Il était loin de la maison.,He was away from home.,False
76,She wasn't in danger.,zero_article,Elle n'était pas en danger.,She wasn't in any danger.,False
79,I wasn't in danger.,zero_article,Je n'étais pas en danger.,I wasn't in any danger.,False
80,I was alone at home.,zero_article,J'étais seul à la maison.,I was home alone.,False
85,You weren't at home.,zero_article,Vous n'étiez pas à la maison.,You weren't home.,False
86,He was not under arrest.,zero_article,Il n'était pas en état d'arrestation.,He wasn't under arrest.,False
87,It was just after breakfast.,zero_article,C'était juste après le petit déjeuner.,It was right after breakfast.,False
88,He came back from school.,zero_article,Il est rentré de l'école.,He's home from school.,False
89,You weren't in class.,zero_article,Vous n'étiez pas dans la classe.,You weren't in the class.,False
93,You weren't at school.,zero_article,Vous n'étiez pas à l'école.,You weren't in school.,False
94,He left late at night.,zero_article,Il a laissé à tard dans la nuit.,He left late into the night.,False
97,I came there at noon.,zero_article,Je suis venu à midi.,I came at noon.,False
99,He fell back in bed.,zero_article,Il est retombé au lit.,He's back in bed.,False
101,She was not at home.,zero_article,Elle n'était pas à la maison.,She wasn't home.,False
102,He is at home.,zero_article,Il est à la maison.,He's home.,False
103,He is at home,zero_article,Il est à la maison,It is home,False
104,She's in prison.,zero_article,Elle est en prison.,She's in jail.,False
105,He's in hospital.,zero_article,Il est à l'hôpital.,He's in the hospital.,False
107,He's from lndia.,zero_article,Il vient de l'lndia.,He's from India.,False
118,Cheese is good.,zero_article,Le fromage est bon.,The cheese is good.,False
119,Life is difficult.,zero_article,La vie est difficile.,Life is hard.,False
122,Steve became her good friend.,zero_article,Steve est devenu son ami.,Steve became his friend.,False
123,He was from Norway.,zero_article,Il était originaire de Norvège.,He was originally from Norway.,False
124,Sprite was her favourite drink.,zero_article,Sprite était sa boisson préférée.,Sprite was his favorite drink.,False
0,I've spent it.,present_perfect,J'ai passé il.,I passed it.,False
1,We've hurt him.,present_perfect,Nous avons de lui faire du mal.,We have to hurt him.,False
2,They've forgotten me!,present_perfect,Ils ont oublié moi!,They forgot me!,False
3,I have protected you.,present_perfect,J'ai protégé.,I protected.,False
4,You've caught me.,present_perfect,Vous avez pris de moi.,You took from me.,False
5,You have opened it!,present_perfect,Vous l'avez ouvert!,You opened it!,False
6,We have ended it.,present_perfect,Nous avons terminé il.,We're done there.,False
7,You've hit me.,present_perfect,Vous avez m'a frappé.,You hit me.,False
8,I've broken it!,present_perfect,J'ai brisé!,I broke!,False
9,You've saved me.,present_perfect,Vous m'avez sauvé.,You saved me.,False
10,I have interrupted you.,present_perfect,J'ai interrompu.,I interrupted.,False
11,I've learned it.,present_perfect,Je l'ai appris.,I found out.,False
12,You've ruined it.,present_perfect,Vous avez tout gâché.,You ruined everything.,False
13,I have told them.,present_perfect,Je leur ai dit.,I told them.,False
14,They've betrayed you.,present_perfect,Ils ont trahi.,They betrayed us.,False
15,You've lost her.,present_perfect,Vous avez perdu.,You lost.,False
16,I've found her.,present_perfect,J'ai trouvé son.,I found her.,False
17,They've hidden it.,present_perfect,Ils ont caché.,They hid.,False
18,They've left him.,present_perfect,Ils ont quitté.,They left.,False
19,I have disappointed them.,present_perfect,J'ai déçues.,I failed.,False
20,They've invited us.,present_perfect,Ils ont invité nous.,They invited us.,False
21,You have called me.,present_perfect,Vous m'avez appelé.,You called me.,False
22,I've chosen you.,present_perfect,J'ai choisi de vous.,I chose you.,False
23,I've finished it.,present_perfect,Je l'ai fini.,I finished it.,False
24,I've arrested her.,present_perfect,Je l'ai arrêtée.,I stopped her.,False
25,I have chosen you.,present_perfect,Je vous ai choisis.,I chose you.,False
26,I have forgotten it.,present_perfect,Je l'ai oublié.,I forgot it.,False
27,They've changed me.,present_perfect,Ils ont changé la me.,They changed me.,False
28,We've discussed it.,present_perfect,Nous avons discuté.,We talked.,False
29,They've stolen them.,present_perfect,Ils ont volés.,They stole.,False
30,We've rescued you.,present_perfect,Nous avons vous a sauvé.,We saved you.,False
31,They've attacked us.,present_perfect,Ils nous ont attaqués.,They attacked us.,False
32,We've considered it.,present_perfect,Nous avons pensé à elle.,We thought of her.,False
33,You've stolen them.,present_perfect,Vous avez volés.,You stole.,False
34,I have tried it.,present_perfect,Je l'ai essayé.,I tried it.,False
35,I've taught you.,present_perfect,Je t'ai enseigné.,I taught you.,False
36,You have helped her.,present_perfect,Vous avez aidée.,You helped.,False
37,They've found her.,present_perfect,Ils ont trouvé son.,They found her.,False
38,You've destroyed it.,present_perfect,Vous avez détruit.,You destroyed it.,False
39,They've hidden them!,present_perfect,Ils ont caché leur!,They hid them!,False
40,They've noticed you.,present_perfect,Ils ont remarqué que vous.,They noticed you.,False
41,I've brought it.,present_perfect,Je l'ai porté.,I wore it.,False
42,You've left me.,present_perfect,Vous avez laissé moi.,You left me.,False
43,You've helped me.,present_perfect,Vous avez contribué à moi.,You contributed to me.,False
44,You have admitted it.,present_perfect,Vous avez admis.,You admitted.,False
45,You've preserved it.,present_perfect,Vous avez préservé.,You preserved.,False
46,I have offended you!,present_perfect,Je t'ai offensé!,I offended you!,False
47,I've called you.,present_perfect,Je l'ai appelé en vous.,I called it into you.,False
48,You have inspired us.,present_perfect,Vous nous ont inspirés.,You inspired us.,False
49,I've explained it.,present_perfect,J'ai expliqué.,I explained.,False
50,I've joined you.,present_perfect,Je me joins à vous.,I'll join you.,False
51,You've hidden him!,present_perfect,Vous avez caché en lui!,You hid in him!,False
52,You have met him.,present_perfect,Vous l'avez rencontré.,You met him.,False
53,I have protected her.,present_perfect,J'ai protégé son.,I protected sound.,False
54,We have recognized you!,present_perfect,Nous vous avons reconnu!,We recognized you!,False
55,You've bought it.,present_perfect,Vous l'avez acheté.,You bought it.,False
56,You've burnt it!,present_perfect,Vous avez brûlé il!,You burned it!,False
57,I've caught him.,present_perfect,Je l'ai attrapé.,I caught him.,False
58,We've paid you.,present_perfect,Nous avons payé vous.,We paid you.,False
59,They've noticed it.,present_perfect,Ils ont remarqué.,They noticed.,False
60,You have caught her.,present_perfect,Vous avez pris pour elle.,You took for her.,False
61,I've promised them.,present_perfect,J'ai promis.,I promised.,False
62,I've removed it.,present_perfect,Je l'ai enlevé.,I took it off.,False
63,They've forgotten me.,present_perfect,Ils ont oublié moi.,They forgot about me.,False
