,word,local_word,examples,local_examples,examples_and_definitions
1177,alone,à eux seuls,empty_cell,empty_cell,empty_cell
1178,field,domaine,field of study|field of education|field of energy|social field|,domaine d'études | domaine de l'éducation | domaine de l'énergie | domaine social | ,field of study|field of education|field of energy|social field|area | domain | sector | matter | sphere | subdomain | 
1179,field,champ,data field|magnetic field|electromagnetic field|database field|,champ de données | champ magnétique | champ électromagnétique | champ de base | ,data field|magnetic field|electromagnetic field|database field|scope | box | champ | 
1180,field,terrain,soccer field|sports fields|playing field|polo field|,terrain de football | terrain de sport | terrain de jeu | terrain de polo | ,soccer field|sports fields|playing field|polo field|ground | land | terrain | course | pitch | lot | 
1181,field,secteur,fields of activity|health field|field of telecommunications|different fields|,secteur d'activité | secteur de la santé | secteur des télécommunications | différents secteurs | ,fields of activity|health field|field of telecommunications|different fields|sector | area | industry | line | 
1182,field,zone,text field|combination field|list field|search field|,zone de texte | zone combinée | zone de liste | zone de recherche | ,text field|combination field|list field|search field|area | zone | box | region | 
1183,field,matière,criminal field|field of taxation|environmental field|field of agriculture|,matière pénale | matière fiscale | matière environnementale | matière agricole | ,criminal field|field of taxation|environmental field|field of agriculture|material | matter | ingredient | subject | 
1184,fifth,cinquième,empty_cell,empty_cell,empty_cell
1185,fifth,cinquièmement,empty_cell,empty_cell,fifthly | 
1186,fifth,cinquième,fifth of its workers|fifth of the European population|fifth of the world's population|fifth of humanity|,cinquième de son personnel | cinquième de la population européenne | cinquième de la population mondiale | cinquième de l'humanité | ,fifth of its workers|fifth of the European population|fifth of the world's population|fifth of humanity|
1187,fifth,quinte,empty_cell,empty_cell,flush | trillium | Flush hands | straight flush | 
1188,file,fichier,configuration file|log file|bios files|text file|,fichier de configuration | fichier journal | fichier BIO | fichier texte | ,configuration file|log file|bios files|text file|filesystem | file name | 
1189,file,dossier,personnel file|file with the Agency|medical files|project file|,dossier personnel | dossier de l'Office | dossier médical | dossier de projet | ,personnel file|file with the Agency|medical files|project file|folder | record | issue | dossier | case | matter | package | 
1190,file,déposer,filed with the agency|filed in electronic form|to file with the Agency|filed on paper|,déposée auprès de l'Office | déposée sous forme électronique | déposer auprès de l'Office | déposée sur papier | ,filed with the agency|filed in electronic form|to file with the Agency|filed on paper|table | deposit | submit | lodge | place | introduce | present | 
1191,file,présenter,filed with the office|to file a submission|filed by the parties|to file a defence|,présentée à l'office | présenter une demande | présenté par les parties | présenter de défense | ,filed with the office|to file a submission|filed by the parties|to file a defence|present | submit | provide | introduce | make | table | show | put forward | 
1192,file,produire,to file a return|to file your return|to file an annual return|filed on time|,produire une déclaration | produire votre déclaration | produire une déclaration annuelle | produite à temps | ,to file a return|to file your return|to file an annual return|filed on time|produce | generate | produce | result | manufacture | prepare | 
1193,file,soumettre,filed with the committee|filed by electronic means|to file a report|file to sipd|,soumis au comité | soumises par voie électronique | soumettre un rapport | soumise à la DPPR | ,filed with the committee|filed by electronic means|to file a report|file to sipd|submit | subject | present | put | submit | refer | table | 
1194,file,classer,filed under conferences|,classé dans Conférences | ,filed under conferences|classify | rank | categorize | class | list | sort | grade | classify | 
1195,file,remplir,to file an annual notification|,remplir une déclaration annuelle | ,to file an annual notification|complete | fulfill | fill | meet | out-~-fill out | complete | perform | fill in | populate | 
1196,file,remettre,to file with the returning officer|,remettre au directeur du scrutin | ,to file with the returning officer|give | put | call | submit | deliver | return | present | hand over | hand | 
1197,file,interjeter,to file an appeal|,interjeter appel | ,to file an appeal|bring | lodge | 
1198,fill,remplissage,minimum fill|gradient fill|background fill|target fill|,remplissage minimal | remplissage de dégradé | remplissage d'arrière-plan | remplissage visé | ,minimum fill|gradient fill|background fill|target fill|filling | filler | refill | packing | padding | 
1199,fill,fil,empty_cell,empty_cell,wire | thread | yarn | twine | cord | 
1200,fill,remblai,empty_cell,empty_cell,embankment | 
1201,fill,remblayage,empty_cell,empty_cell,dozer | 
1202,fill,remplir,to fill in the form below|to fill in the form|to fill in the following form|to fill in this form|,remplir le formulaire ci-dessous | remplir le formulaire | remplir le formulaire suivant | remplir ce formulaire | ,to fill in the form below|to fill in the form|to fill in the following form|to fill in this form|complete | fulfill | meet | out-~-fill out | complete | perform | fill in | populate | 
1203,fill,combler,to fill this gap|to fill gaps|to fill the gap|to fill these positions|,combler cette lacune | combler les lacunes | combler le vide | combler ces postes | ,to fill this gap|to fill gaps|to fill the gap|to fill these positions|address | meet | bridge | close | bridge | close | satisfy | 
1204,fill,pourvoir,to fill vacancies|to fill all customers|to fill this vacancy|to fill anticipated vacancies|,pourvoir aux postes vacants | pourvoir l'ensemble des clients | pourvoir à cette vacance | pourvoir des postes vacants anticipés | ,to fill vacancies|to fill all customers|to fill this vacancy|to fill anticipated vacancies|staff | 
1205,fill,compléter,to fill this form|to fill the form below|,compléter ce formulaire | compléter le formulaire ci-dessous | ,to fill this form|to fill the form below|complete | supplement | complement | complete | supplement | fill in | out-~-fill out | 
1206,fill,occuper,filled by women|to fill permanent positions|to fill the post|to fill a position|,occupé par une femme | occuper des emplois permanents | occuper le poste | occuper un emploi | ,filled by women|to fill permanent positions|to fill the post|to fill a position|occupy | hold | occupy | take up | employ | 
1207,fill,doter,to fill current vacancies|to fill the position|to fill four positions|,doter les postes actuels | doter le poste | doter quatre postes | ,to fill current vacancies|to fill the position|to fill four positions|open | feature | base | staff | power | equip | open | endow | 
1208,fill,renseigner,filled in by default|,renseignées par défaut | ,filled in by default|inform | educate | out-~-find out | populate | inform | read | fill in | out-~-fill out | 
1209,fill,fourrer,empty_cell,empty_cell,stuff | shove | jam | bundle | pop | 
1210,fill out,remplir,empty_cell,empty_cell,complete | fulfill | fill | meet | out-~-fill out | complete | perform | fill in | populate | 
1211,fill out,compléter,empty_cell,empty_cell,complete | supplement | complement | complete | fill | supplement | fill in | out-~-fill out | 
1212,fill out,renseigner,empty_cell,empty_cell,inform | fill | educate | out-~-find out | populate | inform | read | fill in | out-~-fill out | 
1213,fill out,répondre à l'enquête de base,empty_cell,empty_cell,empty_cell
1214,fill up,se remplir,empty_cell,empty_cell,up-~-fill up | crowd | fill up | refill | line | fill up | 
1215,fill up,boucher,empty_cell,empty_cell,cap | block | clog | obstruct | stopper | cork | congest | stuff | mouth | 
1216,fill up,remplir le restaurant,empty_cell,empty_cell,empty_cell
1217,fill up,faire le plein,empty_cell,empty_cell,empty_cell
1218,final,final,almost final|,presque final | ,almost final|ultimate | end | 
1219,final,définitif,empty_cell,empty_cell,definitive | permanent | 
1220,final,dernier,empty_cell,empty_cell,last | latest | past | recent | last few | latter | most recent | previous | 
1221,final,finale,grand final|national final|regional finals|global finals|,grande finale | finale nationale | finale régionale | finale mondiale | ,grand final|national final|regional finals|global finals|finale | finish | quarterfinal | semifinal | 
1222,finally,enfin,empty_cell,empty_cell,lastly | 
1223,finally,finalement,empty_cell,empty_cell,ultimately | eventually | in the end | lastly | 
1224,finger,doigt,accusing finger|little finger|phantom fingers|fingers of one hand|,doigt accusateur | petit doigt | doigts fantômes | doigt de la main | ,accusing finger|little finger|phantom fingers|fingers of one hand|fingertip | toe | nail | digit | wrist | knuckle | 
1225,fire,incendie,forest fire|devastating fires|terrible fires|electrical fires|,incendie de forêt | incendie dévastateur | terrible incendie | incendie électrique | ,forest fire|devastating fires|terrible fires|electrical fires|
1226,fire,feu,wood fire|open fire|large fire|chimney fire|,feu de bois | feu ouvert | grand feu | feu de cheminée | ,wood fire|open fire|large fire|chimney fire|light | lamp | heat | traffic light | fireplace | flame | 
1227,fire,fire,empty_cell,empty_cell,empty_cell
1228,fire,pompier,volunteer fire|,pompier volontaire | ,volunteer fire|firefighter | fireman | fire fighter | fire brigade | fire department | fire service | 
1229,fire,tir,direct fire|artillery fire|friendly fire|rapid fire|,tir direct | tir d'artillerie | tir ami | tir rapide | ,direct fire|artillery fire|friendly fire|rapid fire|shooting | shot | firing | shooting range | shooter | shoot | marksmanship | gunfire | 
1230,fire,tirer,to fire on enemy units|to fire on the people|,tirer sur des unités ennemies | tirer sur le peuple | ,to fire on enemy units|to fire on the people|draw | learn | pull | get | derive | shoot | draw | gain | 
1231,fire,congédier,empty_cell,empty_cell,dismiss | discharge | sack | axe | lay off | 
1232,fire,licencier,empty_cell,empty_cell,license | lay off | dismiss | terminate | sack | lay off | sack | 
1233,fire,virer,empty_cell,empty_cell,transfer | veer | behold | sack | swing | tack | swerve | 
1234,fire,cuire,empty_cell,empty_cell,cook | bake | cook | boil | fry | 
1235,fire,s'activer,empty_cell,empty_cell,activate | activate | 
1236,fire,se déclencher,empty_cell,empty_cell,trigger | break out | unlatch | trigger | go off | 
1237,fire,limoger,empty_cell,empty_cell,sack | 
1238,fire,alimenter,empty_cell,empty_cell,fuel | feed | power | supply | drive | receive power | sustain | fuel | nurture | 
1239,fish,pêcher,to fish in those waters|to fish for seals|to fish in the river|to fish in Moroccan waters|,pêcher dans ces eaux | pêcher le phoque | pêcher dans la rivière | pêcher dans les eaux marocaines | ,to fish in those waters|to fish for seals|to fish in the river|to fish in Moroccan waters|catch | harvest | 
