,word,local_word,pos,examples,local_examples,examples_and_definitions
992,fire,feu,OTHER,OTHER,OTHER,"light | red light | green light | fire | log fire | late | heat | signal | brake light | coal fire | tail light | bonfire | firework | firework display | bushfire | fusillade | Police returned fire and wounded him. | We had a bath in a Tin tub by the fire. | He made a fire to warm himself up. | The show never caught fire. | His house was destroyed by fire. | She was freezing and keeping the fire low to save money. | The whisky lit a fire in the back of his throat. | ‘I want to clear up some questions which have been puzzling me.’ ‘Fire away.’. | The President was under fire from all sides. | We SAT by the Fire. | The town's Police Station was set on fire. | ‘Where's the fire?’ he demanded, as Sergeant Ellers turned on the siren. | He lacks the fire in his belly necessary to seek the presidency. | An oil rig went on fire. | He directed his fire against policies promoting American capital flight. | The driver had got out before the car had caught fire. | Do you want to light the fire? | Petrol from the upturned car flooded across the street and took fire. | "
993,fire,prendre feu,NOUN,NOUN,NOUN,fire | catch | to catch fire | ignite | 
994,fire,ouvrir le feu,NOUN,NOUN,NOUN,open | fire | to open fire | 
995,fire,tirer,VERB,VERB,VERB,take | run off | fire | draw | drag | extract | pull | pull over | discharge | stick out | tend | shoot | loose | derive | tweak | haul | tug | blaze | snipe | pluck at | heave | yank | extricate | Methane gas is being used to fire bricks at a nearby factory. | To fire a gun. | 
996,fire,renvoyer,VERB,VERB,VERB,return | send away | send back | head down | fire | reflect | discharge | exclude | echo | suspend | dismiss | axe | sack | expel | 
997,fire,incendie,NOUN,NOUN,NOUN,fire | forest fire | blaze | arson | conflagration | Liquefied petroleum gas can fire room heaters. | The house was destroyed by fire. | A fire at a hotel. | 
998,fire,cuire,VERB,VERB,VERB,do | fire | cook | bake | boil | tingle | 
999,fire,tirs,NOUN,NOUN,NOUN,fire | friendly fire | firing | shelling | shellfire | 
1000,fire,radiateur,NOUN,NOUN,NOUN,electric fire | fire | gas fire | fan heater | heater | storage heater | radiator | convector heater | Turn on the Fire. | Turn the fire on. | 
1001,fire,licencier,VERB,VERB,VERB,pay off | let | fire | lay off | redundant | shed | We had to fire him for not following instructions. | 
1002,fire,ardeur,NOUN,NOUN,NOUN,fire | heat | glow | ardour | 
1003,fire,décocher,VERB,VERB,VERB,fire | 
1004,fire,enflammer,VERB,VERB,VERB,fire | catch fire | kindle | ignite | 
1005,fishing,pêche,NOUN,NOUN,NOUN,fishing | bag | catch | lucky dip | trout fishing | coarse fishing | peach | bran tub | whaling | angling | My hobby is fishing. | The fishing industry. | They worried about an FBI fishing expedition. | 
1006,fit,en forme,ADJ,ADJ,ADJ,all right | shape | fit | It’s important to keep fit. | 
1007,fit,se mettre,VERB,VERB,VERB,get into | go | fit | 
1008,fit,taille,NOUN,NOUN,NOUN,size | length | economy size | cut | fit | height | span | waist | bra size | waistband | That jacket is a good fit. | 
1009,fit,accès,NOUN,NOUN,NOUN,access | internet access | remote access | approach | fit | wire service | instant access | rush | sequential access | surge | bout | spasm | outburst | paroxysm | A fit of rage/jealousy/panic. | 
1010,fit,répondre à,VERB,VERB,VERB,return | meet | supply | match | answer | answer to | fit | fill | fulfill | 
1011,fit,installer,VERB,VERB,VERB,set up | install | put in | fit | lay | settle | 
1012,fit,aller à,VERB,VERB,VERB,to get to | go into | turn to | fit | attend | suit | 
1013,fit,bien aller à,VERB,VERB,VERB,become | fit | 
1014,fit,crise,NOUN,NOUN,NOUN,turn | fit | budget crisis | crisis | economic crisis | energy crisis | financial crisis | identity crisis | attack | heart attack | refugee crisis | depression | nervous breakdown | anxiety attack | asthma attack | panic attack | seizure | growing pains | hostage crisis | bout | credit crunch | crunch | hypo | slump | epileptic fit | midlife crisis | temper tantrum | bilious attack | hysterics | hissy fit | My Mum will have a fit when she sees the carpet!. | 
1015,fit,entrer,VERB,VERB,VERB,type in | get in | get into | go in | come in | enter | to go inside | input | fit | fit into | sink | climb | We can fit two more people in our car. | Do you think the sofa will fit there? | 
1016,fit,canon,ADJ,ADJ,ADJ,round | fit | canon | gun | barrel | cannon | water cannon | looker | 
1017,fit,attaque,NOUN,NOUN,NOUN,fit | attack | dose | enemy action | stroke | assault | dawn raid | rocket attack | seizure | angina attack | hijack | broadside | To have a fit. | 
1018,fit,correspondre à,VERB,VERB,VERB,match | fit | correspond | to correlate with | 
1019,fit,ajuster,VERB,VERB,VERB,fit | adjust | Fit a reflux condenser to ... | FIT A REFLUX CONDENSER TO ... | FIT A REFLUX CONDENSER TO ... | 
1020,fit,ajustement,NOUN,NOUN,NOUN,"fit | Not a great fit. | And you see fit to joke with us, eh ... | It will help her fit in faster, and she ... | ... significance of the lack of fit. | Do you think he had a fit? | A best-fit linear or non-linear equation ... | ... sort of see how these different questions fit in to | ... , it's a good fit. | ... country won't be a fit place for honest men ... | "
1021,fit,convenable,ADJ,ADJ,ADJ,appropriate | likely | suitable | fit | proper | reasonable | becoming | decent | respectable | seemly | 
1022,fit,convenir à,VERB,VERB,VERB,fit | suit | 
1023,fit,équiper,VERB,VERB,VERB,fit | fit out | fit up | kit out | outfit | equip | 
1024,fit,piquer une crise,NOUN,NOUN,NOUN,fit | to go nuts | to go bananas | to go ballistic | freak | My Mom’ll have a fit when she finds out. | 
1025,fit,cadrer avec,VERB,VERB,VERB,square | fit | 
1026,flight,vol,OTHER,OTHER,OTHER,"part | sales volume | volume | flight | return flight | space flight | test flight | formation flying | bulk | helicopter ride | identity theft | theft | voyage | flock | armed robbery | robbery | glide | aggravated robbery | gliding | car hijack | snatch | rustling | shoplifting | thieving | larceny | An eagle in flight. | What time is the flight to Paris? | Short, light flight arrows. | The hussars would have been put to flight. | The history of space flight. | He dispatched the Hurricanes in three flights. | The enemy were now in flight. | The Ducks took flight. | The golfer's swing is obviously critical to the ball's flight. | A return flight from Gatwick to Berlin. | The never-ending flight of future days. | We took the late afternoon flight. | A headlong flight from reality. | Many Huguenots took flight from France. | A flight from London to Boston. | Soon the infantry were in full flight. | His research assistant was prone to flights of fancy. | "
1027,flight,fuite,NOUN,NOUN,NOUN,flight | escape | brain drain | leak | burst | leakage | getaway | abdication of responsibility | The army’s flight from defeat. | 
1028,flight,prendre la fuite,NOUN,NOUN,NOUN,flight | to take flight | 
1029,flight,escalier,NOUN,NOUN,NOUN,flight | fire escape | spiral staircase | staircase | stair | escalator | 
1030,flight,volée,NOUN,NOUN,NOUN,flight | volley | hammering | I climbed the three flights of stairs which led to his office. | 
1031,along,avec,VERB,VERB,VERB,with | what with | complete | complete with | together with | along | along with | behind | byod | Is it OK if I come along? | 
1032,along,vers,PREP,PREP,PREP,to | up | line | around | along | towards | round | round about | toward | blank verse | verse | rhyme | 
1033,along,long de,OTHER,OTHER,OTHER,up | down | along | alongside | downhill | The path along the cliff. | 
1034,along,quelque part,PREP,PREP,PREP,about | some place | along | anywhere | somewhere | somewhere or other | someplace | 
1035,along,en chemin,PREP,PREP,PREP,on the way | along | 
1036,along,continuant à,VERB,VERB,VERB,along | 
1037,bedroom,chambre,OTHER,OTHER,OTHER,room | family room | house | single | single room | guest room | apartment | european plan | double | double room | bed and breakfast | cold store | bedroom | bedroom suite | double bedroom | en suite bedroom | master bedroom | single bedroom | chamber | gas chamber | chamber of commerce | twin room | spare bedroom | spare room | combustion chamber | clearing house | bank vault | vault | vacancy | debating chamber | digs | darkroom | bedchamber | bedsit | strongroom | bedsitter | A hotel with nearly 200 bedrooms. | 
1038,beer,bière,OTHER,OTHER,OTHER,"beer | light beer | mild | bitter | bottled beer | ale | real ale | home brew | draught beer | lager | pint | stout | bier | A pint of beer. | Would you like a beer? | Beers from around the world. | Life isn't all beer and skittles. | A bottle/can of beer. | He ordered a beer. | Two beers, please. | "
1039,before,avant,CONJ,CONJ,CONJ,"by | before | before then | until | prior | prior to | front | previous to | in advance of | forward | nose | beforehand | A skilled warrior who places duty before all else. | His playing days had ended 6 years before. | Dan got there before us. | We ate before 8:00. | She had to rest before dinner. | Just before the stop sign, you’ll see a driveway. | It's never happened to me before. | She puts her career before anything else. | My family and friends come before my job. | "
1040,before,avant de,CONJ,CONJ,CONJ,before | prior to | Call me before you leave. | I’ll phone before I leave. | 
1041,before,avant que,CONJ,CONJ,CONJ,before | until | It was a long time before we saw him again. | 
1042,before,déjà,VERB,VERB,VERB,before | already | ever | I’ve seen it before. | I’ve seen this film before. | Have you been to Scotland before? | 
1043,before,devant,PREP,PREP,PREP,"by | before | front | in front | in front of | past | ahead | ahead of | hearth rug | forecourt | Standing before the doors of the church. | He could be taken before a magistrate for punishment. | Matilda stood before her, panting. | The band performs before huge audiences. | The weeks stretched out before him. | "
1044,before,auparavant,VERB,VERB,VERB,before | previously | Once before you wouldn't believe me. | No one had done it before. | A man come from the mountain before. | You did it once before. | Have either of you ever seen him before? | Energy of a type never before encountered. | But this has never been spoken of before. | That has never happened before. | I told you before. | Help your many talents flower like never before. | This tree was never here before. | It never happened before. | I have never seen you like that before. | You ever done anything like this before? | So none of you have been in here before? | 
